timestamp,open,high,low,close,volume
2023-08-21 10:30:00,1668.21000,1668.79000,1665.88000,1665.92000,960
2023-08-21 10:25:00,1669.32000,1669.41000,1667.47000,1668.21000,547
2023-08-21 10:20:00,1669.00000,1669.34000,1667.88000,1669.32000,510
2023-08-21 10:15:00,1667.41000,1669.80000,1666.53000,1669.00000,1338
2023-08-21 10:10:00,1667.11000,1670.62000,1660.21000,1667.41000,8695
2023-08-21 10:05:00,1669.11000,1669.20000,1666.44000,1667.10000,2520
2023-08-21 10:00:00,1671.04000,1671.05000,1668.28000,1669.12000,1783
2023-08-21 09:55:00,1671.16000,1671.39000,1670.07000,1671.05000,417
2023-08-21 09:50:00,1669.99000,1671.31000,1669.99000,1671.16000,797
2023-08-21 09:45:00,1671.09000,1671.10000,1669.42000,1669.99000,1101
2023-08-21 09:40:00,1672.37000,1673.29000,1671.08000,1671.10000,1382
2023-08-21 09:35:00,1673.71000,1673.72000,1672.10000,1672.37000,686
2023-08-21 09:30:00,1674.20000,1674.20000,1673.35000,1673.72000,382
2023-08-21 09:25:00,1674.94000,1674.95000,1673.92000,1674.19000,247
2023-08-21 09:20:00,1674.33000,1674.95000,1674.32000,1674.94000,375
2023-08-21 09:15:00,1674.38000,1674.94000,1673.77000,1674.32000,499
2023-08-21 09:10:00,1673.02000,1674.40000,1673.02000,1674.39000,396
2023-08-21 09:05:00,1671.92000,1673.15000,1671.91000,1673.03000,753
2023-08-21 09:00:00,1672.47000,1672.48000,1671.60000,1671.91000,389
2023-08-21 08:55:00,1671.20000,1672.75000,1671.19000,1672.47000,338
2023-08-21 08:50:00,1671.73000,1671.74000,1669.65000,1671.19000,719
2023-08-21 08:45:00,1672.41000,1672.41000,1671.30000,1671.73000,455
2023-08-21 08:40:00,1673.41000,1673.41000,1672.40000,1672.40000,300
2023-08-21 08:35:00,1672.62000,1675.19000,1672.21000,1673.40000,1438
2023-08-21 08:30:00,1674.07000,1674.19000,1672.20000,1672.62000,398
2023-08-21 08:25:00,1672.38000,1674.40000,1672.20000,1674.08000,691
2023-08-21 08:20:00,1669.93000,1672.72000,1669.73000,1672.39000,749
2023-08-21 08:15:00,1670.92000,1670.93000,1669.52000,1669.92000,818
2023-08-21 08:10:00,1671.61000,1671.61000,1670.92000,1670.93000,767
2023-08-21 08:05:00,1672.93000,1672.96000,1671.60000,1671.60000,440
2023-08-21 08:00:00,1671.92000,1672.93000,1671.43000,1672.92000,946
2023-08-21 07:55:00,1672.13000,1672.14000,1670.34000,1671.92000,955
2023-08-21 07:50:00,1673.07000,1673.07000,1671.87000,1672.14000,519
2023-08-21 07:45:00,1672.60000,1673.07000,1672.10000,1673.07000,400
2023-08-21 07:40:00,1672.00000,1672.60000,1671.01000,1672.60000,503
2023-08-21 07:35:00,1671.40000,1672.94000,1670.81000,1672.01000,504
2023-08-21 07:30:00,1670.00000,1671.66000,1669.61000,1671.40000,465
2023-08-21 07:25:00,1671.84000,1671.84000,1670.00000,1670.00000,1665
2023-08-21 07:20:00,1672.42000,1673.10000,1671.83000,1671.83000,510
2023-08-21 07:15:00,1672.00000,1673.27000,1672.00000,1672.41000,465
2023-08-21 07:10:00,1671.07000,1672.15000,1670.60000,1672.01000,392
2023-08-21 07:05:00,1672.12000,1672.59000,1670.99000,1671.07000,916
2023-08-21 07:00:00,1671.10000,1672.13000,1670.43000,1672.13000,676
2023-08-21 06:55:00,1672.40000,1672.41000,1671.09000,1671.10000,679
2023-08-21 06:50:00,1672.94000,1672.94000,1670.88000,1672.40000,1143
2023-08-21 06:45:00,1673.68000,1673.95000,1671.90000,1672.94000,2162
2023-08-21 06:40:00,1674.85000,1674.85000,1672.49000,1673.68000,1473
2023-08-21 06:35:00,1675.17000,1675.59000,1674.84000,1674.85000,586
2023-08-21 06:30:00,1677.84000,1677.85000,1675.16000,1675.16000,721
2023-08-21 06:25:00,1677.95000,1677.95000,1677.79000,1677.84000,392
2023-08-21 06:20:00,1677.40000,1677.95000,1677.39000,1677.95000,258
2023-08-21 06:15:00,1677.65000,1678.00000,1673.54000,1677.39000,2201
2023-08-21 06:10:00,1679.40000,1679.41000,1677.00000,1677.64000,478
2023-08-21 06:05:00,1679.61000,1679.73000,1679.30000,1679.40000,272
2023-08-21 06:00:00,1678.19000,1679.68000,1678.19000,1679.61000,334
2023-08-21 05:55:00,1679.81000,1680.17000,1677.63000,1678.19000,732
2023-08-21 05:50:00,1679.64000,1680.60000,1679.40000,1679.80000,507
2023-08-21 05:45:00,1680.37000,1681.69000,1679.63000,1679.64000,1067
2023-08-21 05:40:00,1680.53000,1681.49000,1678.41000,1680.38000,1636
2023-08-21 05:35:00,1682.20000,1682.80000,1680.01000,1680.53000,546
2023-08-21 05:30:00,1682.49000,1688.59000,1681.76000,1682.19000,5294
2023-08-21 05:25:00,1678.00000,1682.50000,1678.00000,1682.49000,1208
2023-08-21 05:20:00,1676.44000,1678.40000,1676.40000,1678.01000,294
2023-08-21 05:15:00,1677.40000,1677.41000,1676.43000,1676.43000,179
2023-08-21 05:10:00,1677.94000,1678.07000,1677.40000,1677.41000,245
2023-08-21 05:05:00,1676.77000,1677.95000,1676.76000,1677.95000,381
